Unnamed: 0,카페 번호,카페 이름,도로명 주소,URL
32,1207632522.0,꿀비,전남 목포시 하당로34번길 5,https://m.place.naver.com/restaurant/1207632522/home
33,31155679.0,어쩌면사무소,전남 목포시 소영길75번길 9,https://m.place.naver.com/restaurant/31155679/home
34,1543336859.0,엔엠커피,전남 목포시 용해로 57-2 1층,https://m.place.naver.com/restaurant/1543336859/home
35,1178531821.0,매머드익스프레스 목포삼학점,전남 목포시 용당로 69 1층,https://m.place.naver.com/restaurant/1178531821/home
36,1587202799.0,아띠몽 목포종합버스터미널점,전남 목포시 영산로 525 목포종합버스터미널 1층,https://m.place.naver.com/restaurant/1587202799/home
37,32670485.0,떡이야 하당점,전남 목포시 신흥로 67 떡이야,https://m.place.naver.com/restaurant/32670485/home
38,1773990610.0,마샤,전남 목포시 양을로397번길 29 송정빌딩,https://m.place.naver.com/restaurant/1773990610/home
39,1222202619.0,슬로멜,"전남 목포시 영산로40번길 5 , 1층(중앙동1가)",https://m.place.naver.com/restaurant/1222202619/home
40,1232083071.0,메이비,전남 목포시 하당로60번길 15 1층,https://m.place.naver.com/restaurant/1232083071/home
41,1239299536.0,목포샌드,전남 목포시 교육로 15 1층,https://m.place.naver.com/restaurant/1239299536/home
42,1869172777.0,목포소금샌드낭만,전남 목포시 영산로59번길 27-2 1층,https://m.place.naver.com/restaurant/1869172777/home
43,1789330703.0,우노커피,전남 목포시 산대로 80-1,https://m.place.naver.com/restaurant/1789330703/home
44,16800781.0,아르볼,전남 목포시 영산로565번길 9 상가동 108호,https://m.place.naver.com/restaurant/16800781/home
45,11770908.0,엔제리너스 목포옥암점,전남 목포시 옥암로 82,https://m.place.naver.com/restaurant/11770908/home
46,1277913877.0,유다원,전남 목포시 양을로143번길 3-1 유다원,https://m.place.naver.com/restaurant/1277913877/home
47,1946286957.0,메가MGC커피 목포역점,전남 목포시 수문로 14-2,https://m.place.naver.com/restaurant/1946286957/home
48,1519259948.0,무드비,전남 목포시 원산로59번길 11 1층,https://m.place.naver.com/restaurant/1519259948/home
49,1480065651.0,마마케끄,전남 목포시 연산백련로 27 101호 마마케끄,https://m.place.naver.com/restaurant/1480065651/home
0,1971203457.0,마지아레이크,전남 목포시 유동로 45-1 1층,https://m.place.naver.com/restaurant/1971203457/home
1,16820539.0,탐앤탐스 목포하당점,전남 목포시 신흥로83번길 27,https://m.place.naver.com/restaurant/16820539/home
2,1377431962.0,카페 디망쉬,전남 목포시 유동로42번길 5 카페 디망쉬,https://m.place.naver.com/restaurant/1377431962/home
3,1716870844.0,봄날,전남 목포시 죽교동 506-133,https://m.place.naver.com/restaurant/1716870844/home
4,1413067753.0,대반동예스,전남 목포시 해안로 6 1층,https://m.place.naver.com/restaurant/1413067753/home
5,1126999692.0,와플대학 목포북항캠퍼스,전남 목포시 원산중앙로 8,https://m.place.naver.com/restaurant/1126999692/home
6,1270934515.0,다좌원,전남 목포시 번화로 51 다좌원,https://m.place.naver.com/restaurant/1270934515/home
7,1806406002.0,할리스 목포하당점,전남 목포시 비파로51번길 37,https://m.place.naver.com/restaurant/1806406002/home
8,1608482804.0,솔마을과자점,전남 목포시 마파지로 86-7 1층 솔마을과자점,https://m.place.naver.com/restaurant/1608482804/home
9,1347862810.0,케이알갤러리,전남 목포시 평화로 38 골든타워 6층,https://m.place.naver.com/restaurant/1347862810/home
10,1945784295.0,영현빵집,전남 목포시 용해지구로88번길 8 상가동 105호,https://m.place.naver.com/restaurant/1945784295/home
11,1843732447.0,스타벅스 목포용해DT점,전남 목포시 대양로 133,https://m.place.naver.com/restaurant/1843732447/home
12,62511776.0,이디야커피 목포북항점,"전남 목포시 청호로219번길 34-15 104, 204호 이디야커피 목포북항점",https://m.place.naver.com/restaurant/62511776/home
13,1594919311.0,빽다방 목포장미의거리점,전남 목포시 비파로51번길 31,https://m.place.naver.com/restaurant/1594919311/home
14,1319295367.0,오늘도푸름,전남 목포시 수문로35번길 5 상가 B호,https://m.place.naver.com/restaurant/1319295367/home
15,1430122872.0,시루위에꽃,전남 목포시 하당로68번길 15-1 시루위에꽃,https://m.place.naver.com/restaurant/1430122872/home
16,1275994797.0,카페유달,전남 목포시 북교길 6,https://m.place.naver.com/restaurant/1275994797/home
17,1761951799.0,씨엘비 베이커리 북항점,전남 목포시 해양대학로 240 1층,https://m.place.naver.com/restaurant/1761951799/home
18,36867617.0,크리스피크림도넛 목포상동점,전남 목포시 백년대로 340,https://m.place.naver.com/restaurant/36867617/home
19,1104803514.0,은드림,전남 목포시 복산길12번길 10,https://m.place.naver.com/restaurant/1104803514/home
20,1378269987.0,무유,전남 목포시 장미로 5,https://m.place.naver.com/restaurant/1378269987/home
21,36256160.0,이디야커피 목포평화광장점,전남 목포시 미항로 131,https://m.place.naver.com/restaurant/36256160/home
22,1371971386.0,봉명동내커피 목포1호점,전남 목포시 옥암로 95 1층 2111호,https://m.place.naver.com/restaurant/1371971386/home
23,35168713.0,일층카페,전남 목포시 하당로 38-1,https://m.place.naver.com/restaurant/35168713/home
24,305286440.0,이디야커피 목포부영점,전남 목포시 옥암로 42,https://m.place.naver.com/restaurant/305286440/home
25,1571264335.0,베르시,전남 목포시 연산백련로7번길 6 1층 베르시,https://m.place.naver.com/restaurant/1571264335/home
26,1355907559.0,케이키 목포옥암점,전남 목포시 남악1로52번나길 31-11 101호 케이키 목포옥암점,https://m.place.naver.com/restaurant/1355907559/home
27,35234794.0,설빙 목포하당점,전남 목포시 미항로 133,https://m.place.naver.com/restaurant/35234794/home
28,1714274415.0,하삼동커피 하당점,전남 목포시 백년대로 340 하삼동커피,https://m.place.naver.com/restaurant/1714274415/home
29,1490998101.0,당거,전남 목포시 영산로 54,https://m.place.naver.com/restaurant/1490998101/home
30,1793167063.0,허니무화,전남 목포시 영산로75번길 1-2 무화과빵,https://m.place.naver.com/restaurant/1793167063/home
31,32805414.0,드리밍,전남 목포시 삼향천로 90-1,https://m.place.naver.com/restaurant/32805414/home
32,1193890647.0,동주,전남 목포시 석현로 28 140호 4번출구와5번출구사이,https://m.place.naver.com/restaurant/1193890647/home
33,1925792791.0,쿠잉제과,전남 목포시 옥암로96번길 1 3동 쿠잉제과,https://m.place.naver.com/restaurant/1925792791/home
34,1039127666.0,옛날막걸리술빵,전남 목포시 삼학로35번길 24 목포 막걸리찐빵,https://m.place.naver.com/restaurant/1039127666/home
35,1231483558.0,컴포즈커피 목포하당점,전남 목포시 비파로 64,https://m.place.naver.com/restaurant/1231483558/home
36,1113464479.0,레이디벅스,전남 목포시 남악2로9번길 3-6,https://m.place.naver.com/restaurant/1113464479/home
37,1786346270.0,꾸지뽕 왕꽈배기,전남 목포시 남해로63번길 24,https://m.place.naver.com/restaurant/1786346270/home
38,809435540.0,차휴,전남 목포시 산정로238번길 6,https://m.place.naver.com/restaurant/809435540/home
39,1261422106.0,샐러드메이트,전남 목포시 양을로 42 상가동 101호,https://m.place.naver.com/restaurant/1261422106/home
40,1474571905.0,스텔라,"전남 목포시 유동로36번길 22-8 . 1,2층(중동1가)",https://m.place.naver.com/restaurant/1474571905/home
41,1882698561.0,오리진 커피 로스터즈,전남 목포시 미항로 75 ORIGIN,https://m.place.naver.com/restaurant/1882698561/home
42,1573483059.0,더왈츠,전남 목포시 하당로 36,https://m.place.naver.com/restaurant/1573483059/home
43,1429698648.0,프롬서산카페,전남 목포시 보리마당로22번길 13,https://m.place.naver.com/restaurant/1429698648/home
44,1324709518.0,당과담,전남 목포시 백년대로307번길 9 당과담,https://m.place.naver.com/restaurant/1324709518/home
45,1820837283.0,또봄카페,전남 목포시 백년대로323번길 7 1층 또봄카페,https://m.place.naver.com/restaurant/1820837283/home
46,1806190204.0,투썸플레이스 목포석현점,전남 목포시 옥암로 190 1층 101호 102호,https://m.place.naver.com/restaurant/1806190204/home
47,1440757048.0,플래너스터디카페,전남 목포시 원산중앙로 28 3층,https://m.place.naver.com/restaurant/1440757048/home
48,1009784971.0,하루호두,전남 목포시 원산로145번길 8 1층,https://m.place.naver.com/restaurant/1009784971/home
49,13401866.0,코코호도 하당점,전남 목포시 신흥로45번길 2,https://m.place.naver.com/restaurant/13401866/home
0,1599376883.0,포니케이크,전남 목포시 신흥로83번길 20 상가동 103호,https://m.place.naver.com/restaurant/1599376883/home
1,1712765856.0,빽다방 옥암점,전남 목포시 당가두로 18,https://m.place.naver.com/restaurant/1712765856/home
2,1692970931.0,트리플에이커피 남악옥암점,전남 목포시 남악2로 54 남악프라자1 제 101호 트리플에이커피,https://m.place.naver.com/restaurant/1692970931/home
3,1481926172.0,골목커피,전남 목포시 원산로 38 차오름 1층 골목커피,https://m.place.naver.com/restaurant/1481926172/home
4,1603055730.0,리본스터디카페 하당점,"전남 목포시 비파로43번길 7 2층, 리본스터디카페 하당점",https://m.place.naver.com/restaurant/1603055730/home
5,1418849316.0,카페살라토,전남 목포시 호남로64번길 23,https://m.place.naver.com/restaurant/1418849316/home
6,1038472632.0,굿스고로케앤꽈배기 목포점,전남 목포시 삼향천로 20-1 굿스고로케앤꽈배기,https://m.place.naver.com/restaurant/1038472632/home
7,1748426375.0,빽다방 목포용해점,전남 목포시 연산백련로 13 1층,https://m.place.naver.com/restaurant/1748426375/home
8,846262023.0,테바,전남 목포시 평화로 42 테바 카페,https://m.place.naver.com/restaurant/846262023/home
9,1858760649.0,이츠루카,전남 목포시 수문로 32 트윈스타 상가 1층 104호,https://m.place.naver.com/restaurant/1858760649/home
10,,,,https://m.place.naver.com/restaurant/1858760649/home
11,33811409.0,할리스 목포평화점,전남 목포시 미항로 129,https://m.place.naver.com/restaurant/33811409/home
12,1924932196.0,그루브,전남 목포시 원산로59번길 34 1층,https://m.place.naver.com/restaurant/1924932196/home
13,16784983.0,파리바게뜨 목포하당점,전남 목포시 신흥로 16 (상동 983-6) 1층,https://m.place.naver.com/restaurant/16784983/home
14,1650333195.0,뚜레쥬르 목포하당점,전남 목포시 원형로 44-2 1층,https://m.place.naver.com/restaurant/1650333195/home
15,1351812835.0,컴포즈커피 목포상동점,전남 목포시 옥암로 114 1층 컴포즈커피 목포상동점,https://m.place.naver.com/restaurant/1351812835/home
